State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Year
,South Ogden,17585.0,36.0,0.0,12.0,7.0,17.0,205.0,35.0,142.0,28.0,1.0,2022
,Spanish Fork,45005.0,40.0,2.0,20.0,4.0,14.0,451.0,20.0,394.0,37.0,1.0,2022
,Springdale,589.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,13.0,1.0,0.0,2022
,Springville,36907.0,40.0,3.0,13.0,6.0,18.0,385.0,27.0,326.0,32.0,1.0,2022
,St. George,104158.0,170.0,3.0,38.0,8.0,121.0,1139.0,95.0,918.0,126.0,6.0,2022
,Sunset,5557.0,15.0,0.0,2.0,0.0,13.0,84.0,13.0,61.0,10.0,0.0,2022
,Syracuse,34354.0,22.0,0.0,10.0,0.0,12.0,297.0,26.0,256.0,15.0,4.0,2022
,Taylorsville City,58059.0,126.0,2.0,17.0,28.0,79.0,1535.0,109.0,1226.0,200.0,4.0,2022
,Tooele,38318.0,177.0,3.0,38.0,12.0,124.0,692.0,98.0,534.0,60.0,3.0,2022
,Tremonton Garland,13682.0,13.0,0.0,5.0,0.0,8.0,210.0,62.0,141.0,7.0,2.0,2022
,Washington,33535.0,62.0,0.0,19.0,1.0,42.0,426.0,39.0,342.0,45.0,1.0,2022
,West Jordan,115900.0,386.0,5.0,107.0,34.0,240.0,2498.0,202.0,2023.0,273.0,4.0,2022
,West Valley,138020.0,609.0,8.0,82.0,97.0,422.0,3960.0,420.0,2908.0,632.0,16.0,2022
,Woods Cross,11846.0,16.0,0.0,1.0,2.0,13.0,210.0,21.0,145.0,44.0,0.0,2022
VERMONT,Barre,8447.0,45.0,0.0,17.0,2.0,26.0,219.0,17.0,201.0,1.0,1.0,2022
,Barre Town,7970.0,5.0,0.0,1.0,0.0,4.0,81.0,7.0,73.0,1.0,0.0,2022
,Bellows Falls,2820.0,5.0,0.0,0.0,0.0,5.0,52.0,4.0,44.0,4.0,0.0,2022
,Bennington,15301.0,93.0,2.0,2.0,7.0,82.0,475.0,34.0,435.0,6.0,1.0,2022
,Berlin,2936.0,26.0,0.0,8.0,1.0,17.0,174.0,6.0,165.0,3.0,0.0,2022
,Bradford,2822.0,1.0,0.0,0.0,0.0,1.0,12.0,6.0,5.0,1.0,0.0,2022
,Brandon,4112.0,15.0,0.0,0.0,0.0,15.0,45.0,8.0,37.0,0.0,0.0,2022
,Brattleboro,12256.0,60.0,1.0,8.0,5.0,46.0,747.0,134.0,610.0,3.0,0.0,2022
,Bristol,3730.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,2022
,Burlington,44689.0,183.0,5.0,14.0,12.0,152.0,2291.0,175.0,1804.0,312.0,5.0,2022
,Castleton,4599.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,2022
,Colchester,17710.0,45.0,0.0,12.0,2.0,31.0,334.0,19.0,304.0,11.0,0.0,2022
,Dover,1859.0,3.0,0.0,1.0,0.0,2.0,33.0,0.0,30.0,3.0,0.0,2022
,Essex,22481.0,36.0,0.0,8.0,2.0,26.0,326.0,24.0,293.0,9.0,0.0,2022
,Hardwick,2997.0,4.0,0.0,0.0,0.0,4.0,49.0,3.0,46.0,0.0,0.0,2022
,Hartford,10863.0,38.0,0.0,13.0,0.0,25.0,163.0,15.0,133.0,15.0,1.0,2022
,Hinesburg,4699.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,2022
,Killington,1414.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,2022
,Ludlow,2204.0,3.0,0.0,0.0,0.0,3.0,30.0,1.0,29.0,0.0,0.0,2022
,Lyndonville,1200.0,4.0,0.0,0.0,0.0,4.0,41.0,1.0,36.0,4.0,0.0,2022
,Manchester,4499.0,8.0,0.0,2.0,0.0,6.0,37.0,10.0,27.0,0.0,0.0,2022
,Middlebury,9037.0,14.0,0.0,3.0,0.0,11.0,80.0,9.0,67.0,4.0,0.0,2022
,Milton,10656.0,17.0,0.0,7.0,0.0,10.0,69.0,5.0,62.0,2.0,1.0,2022
,Montpelier,7995.0,26.0,0.0,6.0,1.0,19.0,147.0,13.0,131.0,3.0,1.0,2022
,Morristown,5610.0,7.0,0.0,2.0,0.0,5.0,88.0,2.0,86.0,0.0,2.0,2022
,Newport,4433.0,41.0,0.0,5.0,3.0,33.0,106.0,9.0,96.0,1.0,0.0,2022
,Northfield,6291.0,18.0,0.0,5.0,2.0,11.0,10.0,0.0,10.0,0.0,0.0,2022
,Norwich,3681.0,1.0,0.0,0.0,0.0,1.0,25.0,5.0,17.0,3.0,0.0,2022
,Pittsford,2879.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,28.0,0.0,0.0,2022
,Royalton,2794.0,1.0,0.0,1.0,0.0,0.0,21.0,2.0,19.0,0.0,0.0,2022
,Rutland,15858.0,76.0,1.0,5.0,13.0,57.0,770.0,39.0,711.0,20.0,3.0,2022
,Rutland Town,3929.0,7.0,0.0,0.0,1.0,6.0,244.0,6.0,233.0,5.0,0.0,2022
,Shelburne,7903.0,5.0,0.0,1.0,1.0,3.0,131.0,8.0,117.0,6.0,1.0,2022
,South Burlington,20307.0,60.0,1.0,9.0,4.0,46.0,810.0,31.0,740.0,39.0,0.0,2022
,Springfield,9180.0,25.0,0.0,7.0,5.0,13.0,198.0,47.0,133.0,18.0,0.0,2022
,St. Albans,7022.0,40.0,0.0,4.0,2.0,34.0,257.0,16.0,236.0,5.0,2.0,2022
,St. Johnsbury,7404.0,26.0,0.0,2.0,3.0,21.0,272.0,29.0,240.0,3.0,0.0,2022
,Stowe,5359.0,3.0,0.0,1.0,0.0,2.0,80.0,8.0,69.0,3.0,1.0,2022
,Swanton,6813.0,9.0,0.0,1.0,2.0,6.0,30.0,2.0,28.0,0.0,0.0,2022
,Vergennes,2565.0,2.0,0.0,1.0,0.0,1.0,33.0,0.0,33.0,0.0,1.0,2022
,Weathersfield,2887.0,8.0,0.0,6.0,0.0,2.0,10.0,0.0,8.0,2.0,0.0,2022
,Williston,10067.0,6.0,0.0,0.0,0.0,6.0,329.0,12.0,304.0,13.0,0.0,2022
,Wilmington,2310.0,7.0,0.0,2.0,0.0,5.0,9.0,0.0,8.0,1.0,0.0,2022
,Windsor,3595.0,4.0,0.0,2.0,1.0,1.0,39.0,3.0,34.0,2.0,0.0,2022
,Winooski,8647.0,47.0,1.0,3.0,7.0,36.0,343.0,33.0,284.0,26.0,1.0,2022
,Woodstock,3064.0,2.0,0.0,1.0,0.0,1.0,28.0,1.0,27.0,0.0,0.0,2022
VIRGINIA,Abingdon,8265.0,16.0,0.0,5.0,0.0,11.0,127.0,13.0,105.0,9.0,0.0,2022
,Alexandria,150957.0,281.0,6.0,7.0,103.0,165.0,2946.0,155.0,2459.0,332.0,4.0,2022
,Altavista,3348.0,10.0,0.0,1.0,1.0,8.0,77.0,5.0,68.0,4.0,0.0,2022
,Ashland,7661.0,44.0,0.0,3.0,3.0,38.0,168.0,9.0,147.0,12.0,0.0,2022
,Bedford,6681.0,15.0,0.0,8.0,1.0,6.0,201.0,10.0,181.0,10.0,1.0,2022
,Berryville,4588.0,2.0,0.0,2.0,0.0,0.0,29.0,2.0,24.0,3.0,0.0,2022
,Big Stone Gap,5155.0,8.0,0.0,1.0,1.0,6.0,92.0,5.0,81.0,6.0,0.0,2022
,Blacksburg,45749.0,20.0,1.0,11.0,3.0,5.0,266.0,21.0,235.0,10.0,2.0,2022
,Blackstone,3347.0,7.0,0.0,0.0,0.0,7.0,111.0,5.0,105.0,1.0,1.0,2022
,Bluefield,4957.0,16.0,0.0,5.0,4.0,7.0,246.0,8.0,233.0,5.0,0.0,2022
,Bridgewater,6215.0,5.0,0.0,0.0,0.0,5.0,42.0,7.0,34.0,1.0,0.0,2022
,Bristol,16909.0,63.0,2.0,14.0,5.0,42.0,456.0,49.0,361.0,46.0,0.0,2022
,Broadway,4269.0,3.0,0.0,1.0,0.0,2.0,26.0,3.0,20.0,3.0,0.0,2022
,Buena Vista,6605.0,10.0,0.0,2.0,0.0,8.0,50.0,2.0,42.0,6.0,1.0,2022
,Charlottesville,45089.0,244.0,2.0,36.0,35.0,171.0,1538.0,126.0,1249.0,163.0,2.0,2022
,Chase City,2037.0,7.0,1.0,0.0,1.0,5.0,24.0,5.0,17.0,2.0,0.0,2022
,Chatham,1182.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022
,Chesapeake,253745.0,1059.0,25.0,72.0,104.0,858.0,5102.0,409.0,4287.0,406.0,15.0,2022
,Chilhowie,1652.0,8.0,0.0,1.0,1.0,6.0,18.0,1.0,13.0,4.0,0.0,2022
,Chincoteague,3284.0,4.0,0.0,1.0,0.0,3.0,34.0,3.0,27.0,4.0,1.0,2022
,Christiansburg,21746.0,40.0,0.0,10.0,2.0,28.0,514.0,22.0,473.0,19.0,0.0,2022
,Clifton Forge,3433.0,16.0,0.0,3.0,0.0,13.0,53.0,10.0,43.0,0.0,1.0,2022
,Colonial Beach,3980.0,15.0,0.0,3.0,1.0,11.0,49.0,3.0,42.0,4.0,0.0,2022
,Colonial Heights,18419.0,56.0,1.0,8.0,14.0,33.0,630.0,25.0,593.0,12.0,2.0,2022
,Covington,5733.0,16.0,0.0,10.0,0.0,6.0,55.0,6.0,47.0,2.0,3.0,2022
,Crewe,2257.0,6.0,0.0,2.0,0.0,4.0,52.0,9.0,37.0,6.0,0.0,2022
,Culpeper,20836.0,43.0,1.0,7.0,5.0,30.0,339.0,8.0,315.0,16.0,2.0,2022
,Damascus,782.0,0.0,0.0,0.0,0.0,0.0,51.0,8.0,41.0,2.0,0.0,2022
,Danville,42111.0,137.0,8.0,20.0,25.0,84.0,1345.0,75.0,1172.0,98.0,8.0,2022
,Dublin,2636.0,6.0,1.0,3.0,2.0,0.0,43.0,6.0,34.0,3.0,0.0,2022
,Dumfries,5659.0,15.0,3.0,1.0,4.0,7.0,93.0,4.0,65.0,24.0,1.0,2022
,Eastville,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Elkton,3008.0,3.0,0.0,1.0,0.0,2.0,37.0,1.0,32.0,4.0,0.0,2022
,Emporia,5637.0,25.0,3.0,2.0,10.0,10.0,199.0,24.0,162.0,13.0,0.0,2022
,Exmore,1432.0,3.0,0.0,0.0,1.0,2.0,42.0,4.0,34.0,4.0,1.0,2022
,Fairfax City,24509.0,27.0,1.0,7.0,12.0,7.0,566.0,17.0,507.0,42.0,2.0,2022
,Falls Church,14384.0,8.0,0.0,2.0,6.0,0.0,249.0,12.0,216.0,21.0,1.0,2022
,Farmville,7216.0,33.0,1.0,5.0,1.0,26.0,212.0,8.0,203.0,1.0,1.0,2022
,Franklin,8292.0,43.0,3.0,3.0,11.0,26.0,259.0,26.0,217.0,16.0,1.0,2022
,Fredericksburg,28844.0,119.0,0.0,7.0,14.0,98.0,1146.0,57.0,1039.0,50.0,5.0,2022
,Front Royal,15201.0,32.0,0.0,16.0,2.0,14.0,230.0,20.0,191.0,19.0,0.0,2022
,Galax,6652.0,17.0,0.0,2.0,1.0,14.0,254.0,22.0,202.0,30.0,0.0,2022
,Gate City,2015.0,7.0,0.0,1.0,0.0,6.0,16.0,1.0,13.0,2.0,1.0,2022
,Glade Spring,1355.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,9.0,1.0,0.0,2022
,Gordonsville,1466.0,4.0,0.0,0.0,0.0,4.0,8.0,1.0,7.0,0.0,0.0,2022
,Gretna,1274.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,10.0,3.0,0.0,2022
,Grottoes,2965.0,3.0,0.0,0.0,1.0,2.0,12.0,1.0,11.0,0.0,0.0,2022
,Grundy,805.0,1.0,0.0,0.0,0.0,1.0,38.0,0.0,36.0,2.0,0.0,2022
,Halifax,1098.0,4.0,0.0,1.0,0.0,3.0,14.0,3.0,10.0,1.0,0.0,2022
,Hampton,138843.0,375.0,21.0,45.0,86.0,223.0,4035.0,274.0,3387.0,374.0,23.0,2022
,Harrisonburg,51363.0,129.0,1.0,26.0,8.0,94.0,929.0,65.0,812.0,52.0,1.0,2022
,Herndon,24070.0,61.0,1.0,8.0,26.0,26.0,411.0,13.0,378.0,20.0,0.0,2022
,Hillsville,2856.0,7.0,2.0,2.0,0.0,3.0,40.0,4.0,33.0,3.0,0.0,2022
,Hopewell,23395.0,126.0,9.0,10.0,30.0,77.0,459.0,61.0,349.0,49.0,2.0,2022
,Jonesville,862.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,2022
,Kenbridge,1110.0,5.0,0.0,1.0,0.0,4.0,16.0,2.0,13.0,1.0,0.0,2022
,Kilmarnock,1419.0,1.0,0.0,0.0,0.0,1.0,47.0,0.0,46.0,1.0,0.0,2022
,Lawrenceville,1025.0,2.0,0.0,0.0,0.0,2.0,10.0,4.0,6.0,0.0,0.0,2022
,Lebanon,3098.0,3.0,0.0,1.0,0.0,2.0,91.0,2.0,83.0,6.0,1.0,2022
,Leesburg,49395.0,148.0,2.0,22.0,16.0,108.0,697.0,21.0,645.0,31.0,5.0,2022
,Lexington,7628.0,8.0,0.0,3.0,1.0,4.0,50.0,5.0,44.0,1.0,0.0,2022
,Louisa,2118.0,5.0,0.0,1.0,0.0,4.0,33.0,0.0,32.0,1.0,0.0,2022
,Luray,4813.0,7.0,0.0,3.0,0.0,4.0,101.0,8.0,92.0,1.0,1.0,2022
,Lynchburg,79421.0,284.0,8.0,24.0,52.0,200.0,1955.0,214.0,1436.0,305.0,6.0,2022
,Manassas,42836.0,126.0,0.0,21.0,38.0,67.0,948.0,50.0,823.0,75.0,4.0,2022
,Marion,5711.0,18.0,0.0,2.0,3.0,13.0,131.0,11.0,104.0,16.0,1.0,2022
,Martinsville,13660.0,52.0,0.0,7.0,10.0,35.0,289.0,30.0,234.0,25.0,1.0,2022
,Middletown,1413.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,8.0,0.0,0.0,2022
,Mount Jackson,2010.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0,25.0,0.0,0.0,2022
,New Market,2180.0,2.0,0.0,0.0,1.0,1.0,21.0,2.0,18.0,1.0,0.0,2022
,Newport News,183903.0,1121.0,31.0,58.0,177.0,855.0,4233.0,337.0,3434.0,462.0,30.0,2022
,Norfolk,233419.0,1640.0,63.0,98.0,301.0,1178.0,11372.0,546.0,8962.0,1864.0,9.0,2022
,Norton,3666.0,14.0,3.0,2.0,2.0,7.0,248.0,6.0,227.0,15.0,2.0,2022
,Onancock,1156.0,0.0,0.0,0.0,0.0,0.0,28.0,9.0,19.0,0.0,0.0,2022
,Orange,5254.0,24.0,0.0,3.0,2.0,19.0,82.0,7.0,71.0,4.0,0.0,2022
,Pearisburg,2812.0,1.0,0.0,1.0,0.0,0.0,64.0,5.0,57.0,2.0,2.0,2022
,Pembroke,1124.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,2022
,Pennington Gap,1595.0,3.0,0.0,0.0,0.0,3.0,43.0,5.0,38.0,0.0,1.0,2022
,Petersburg,33546.0,273.0,21.0,17.0,45.0,190.0,857.0,88.0,682.0,87.0,3.0,2022
,Pocahontas,259.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2022
,Poquoson,12738.0,21.0,0.0,4.0,3.0,14.0,61.0,9.0,48.0,4.0,7.0,2022
,Portsmouth,98003.0,858.0,47.0,48.0,209.0,554.0,4784.0,421.0,3940.0,423.0,10.0,2022
,Pulaski,8944.0,30.0,0.0,7.0,1.0,22.0,310.0,63.0,227.0,20.0,0.0,2022
,Purcellville,9103.0,6.0,0.0,2.0,0.0,4.0,56.0,4.0,50.0,2.0,0.0,2022
,Radford,16978.0,54.0,0.0,4.0,4.0,46.0,185.0,9.0,153.0,23.0,1.0,2022
,Rich Creek,719.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,12.0,2.0,0.0,2022
,Richlands,5158.0,20.0,1.0,8.0,0.0,11.0,67.0,11.0,51.0,5.0,0.0,2022
,Richmond,227323.0,818.0,59.0,10.0,221.0,528.0,7803.0,785.0,6253.0,765.0,37.0,2022
,Roanoke,98204.0,594.0,18.0,114.0,98.0,364.0,4212.0,508.0,3295.0,409.0,24.0,2022
,Rocky Mount,4929.0,10.0,1.0,2.0,3.0,4.0,181.0,5.0,169.0,7.0,0.0,2022
,Rural Retreat,1527.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,0.0,0.0,2022
,Salem,25460.0,32.0,0.0,9.0,7.0,16.0,441.0,52.0,349.0,40.0,3.0,2022
,Saltville,1774.0,3.0,0.0,0.0,0.0,3.0,26.0,5.0,14.0,7.0,0.0,2022
,Shenandoah,2510.0,1.0,0.0,1.0,0.0,0.0,25.0,5.0,19.0,1.0,0.0,2022
,Smithfield,8827.0,20.0,0.0,0.0,7.0,13.0,96.0,2.0,89.0,5.0,1.0,2022
,South Boston,7884.0,26.0,3.0,3.0,2.0,18.0,184.0,17.0,157.0,10.0,0.0,2022
,South Hill,4737.0,27.0,3.0,1.0,3.0,20.0,194.0,14.0,169.0,11.0,0.0,2022
,Stanley,1721.0,4.0,0.0,3.0,0.0,1.0,28.0,3.0,24.0,1.0,0.0,2022
,Staunton,25611.0,36.0,1.0,6.0,3.0,26.0,478.0,33.0,425.0,20.0,7.0,2022
,Stephens City,2109.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,2022
,St. Paul,838.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,13.0,1.0,1.0,2022
,Strasburg,7270.0,12.0,0.0,3.0,2.0,7.0,56.0,5.0,50.0,1.0,0.0,2022
,Suffolk,98065.0,467.0,12.0,35.0,60.0,360.0,1757.0,102.0,1487.0,168.0,11.0,2022
,Tappahannock,2236.0,12.0,0.0,2.0,0.0,10.0,55.0,4.0,48.0,3.0,1.0,2022
,Tazewell,4374.0,6.0,0.0,3.0,1.0,2.0,63.0,16.0,38.0,9.0,0.0,2022
,Timberville,3013.0,5.0,0.0,0.0,1.0,4.0,6.0,3.0,3.0,0.0,0.0,2022
,Vienna,16194.0,9.0,0.0,3.0,2.0,4.0,167.0,5.0,153.0,9.0,0.0,2022
,Vinton,7996.0,16.0,0.0,2.0,3.0,11.0,158.0,6.0,132.0,20.0,0.0,2022
,Virginia Beach,457556.0,400.0,21.0,54.0,139.0,186.0,7369.0,352.0,6216.0,801.0,24.0,2022
,Warrenton,10218.0,16.0,0.0,5.0,2.0,9.0,110.0,5.0,96.0,9.0,0.0,2022
,Waynesboro,22903.0,52.0,0.0,10.0,7.0,35.0,429.0,39.0,350.0,40.0,4.0,2022
,Weber City,1228.0,3.0,0.0,0.0,0.0,3.0,14.0,1.0,13.0,0.0,0.0,2022
,West Point,3424.0,4.0,0.0,1.0,1.0,2.0,12.0,1.0,10.0,1.0,0.0,2022
,White Stone,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Williamsburg,15790.0,33.0,0.0,4.0,3.0,26.0,243.0,10.0,226.0,7.0,0.0,2022
,Winchester,28363.0,76.0,1.0,28.0,11.0,36.0,787.0,75.0,683.0,29.0,5.0,2022
,Windsor,2876.0,11.0,0.0,1.0,0.0,10.0,28.0,1.0,24.0,3.0,0.0,2022
,Wintergreen,166.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,20.0,0.0,0.0,2022
,Wise,2884.0,3.0,0.0,0.0,1.0,2.0,45.0,4.0,37.0,4.0,0.0,2022
,Woodstock,5929.0,15.0,0.0,6.0,0.0,9.0,83.0,3.0,79.0,1.0,2.0,2022
,Wytheville,8199.0,10.0,0.0,7.0,1.0,2.0,303.0,33.0,252.0,18.0,0.0,2022
WASHINGTON,Aberdeen,17338.0,76.0,0.0,15.0,17.0,44.0,723.0,148.0,480.0,95.0,6.0,2022
,Airway Heights,10803.0,35.0,1.0,3.0,8.0,23.0,437.0,44.0,296.0,97.0,3.0,2022
,Algona,3194.0,15.0,0.0,0.0,1.0,14.0,62.0,15.0,32.0,15.0,0.0,2022
,Anacortes,17990.0,16.0,1.0,6.0,4.0,5.0,591.0,82.0,458.0,51.0,1.0,2022
,Arlington,20176.0,67.0,0.0,7.0,16.0,44.0,574.0,114.0,354.0,106.0,1.0,2022
,Auburn,84279.0,421.0,13.0,42.0,125.0,241.0,4334.0,882.0,2186.0,1266.0,32.0,2022
,Bainbridge Island,24336.0,23.0,0.0,12.0,0.0,11.0,340.0,55.0,256.0,29.0,1.0,2022
,Battle Ground,21385.0,33.0,0.0,13.0,3.0,17.0,333.0,25.0,267.0,41.0,2.0,2022
,Beaux Arts,304.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2022
,Bellevue,147079.0,230.0,2.0,17.0,103.0,108.0,5569.0,786.0,4299.0,484.0,12.0,2022
,Bellingham,93014.0,378.0,2.0,22.0,135.0,219.0,6058.0,801.0,4764.0,493.0,20.0,2022
,Bingen,737.0,1.0,0.0,1.0,0.0,0.0,13.0,4.0,8.0,1.0,1.0,2022
,Black Diamond,7021.0,0.0,0.0,0.0,0.0,0.0,72.0,24.0,43.0,5.0,0.0,2022
,Blaine,6050.0,15.0,1.0,0.0,1.0,13.0,122.0,34.0,71.0,17.0,0.0,2022
,Bonney Lake,22898.0,50.0,0.0,5.0,13.0,32.0,711.0,96.0,537.0,78.0,2.0,2022
,Bothell,47407.0,37.0,1.0,10.0,10.0,16.0,985.0,120.0,752.0,113.0,3.0,2022
,Bremerton,44256.0,210.0,1.0,40.0,44.0,125.0,1859.0,316.0,1191.0,352.0,13.0,2022
,Brewster,2027.0,2.0,0.0,1.0,0.0,1.0,19.0,4.0,13.0,2.0,0.0,2022
,Brier,6448.0,10.0,0.0,0.0,0.0,10.0,63.0,15.0,30.0,18.0,0.0,2022
,Buckley,5982.0,17.0,1.0,1.0,0.0,15.0,66.0,14.0,37.0,15.0,1.0,2022
,Burien,50159.0,249.0,2.0,30.0,78.0,139.0,2063.0,416.0,1037.0,610.0,17.0,2022
,Burlington,10187.0,34.0,2.0,5.0,22.0,5.0,1166.0,130.0,933.0,103.0,1.0,2022
,Camas,27653.0,8.0,0.0,5.0,0.0,3.0,313.0,40.0,231.0,42.0,1.0,2022
,Carnation,2170.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,19.0,2.0,0.0,2022
,Castle Rock,2442.0,3.0,0.0,2.0,0.0,1.0,74.0,25.0,41.0,8.0,1.0,2022
,Centralia,18993.0,63.0,2.0,13.0,12.0,36.0,974.0,125.0,730.0,119.0,5.0,2022
,Chehalis,7870.0,24.0,0.0,1.0,7.0,16.0,538.0,54.0,434.0,50.0,0.0,2022
,Cheney,13092.0,26.0,0.0,10.0,3.0,13.0,241.0,42.0,178.0,21.0,3.0,2022
,Clarkston,7267.0,42.0,0.0,9.0,1.0,32.0,344.0,69.0,256.0,19.0,4.0,2022
,Cle Elum,3198.0,8.0,0.0,2.0,1.0,5.0,107.0,14.0,77.0,16.0,0.0,2022
,College Place,9907.0,7.0,0.0,0.0,2.0,5.0,221.0,49.0,163.0,9.0,0.0,2022
,Colville,5026.0,2.0,0.0,0.0,0.0,2.0,20.0,6.0,8.0,6.0,0.0,2022
,Connell,4945.0,6.0,0.0,3.0,1.0,2.0,46.0,11.0,26.0,9.0,0.0,2022
,Coulee Dam,1241.0,3.0,0.0,2.0,0.0,1.0,13.0,5.0,7.0,1.0,0.0,2022
,Covington,20686.0,67.0,0.0,11.0,28.0,28.0,852.0,153.0,577.0,122.0,0.0,2022
,Darrington,1468.0,6.0,0.0,1.0,0.0,5.0,10.0,4.0,3.0,3.0,0.0,2022
,Des Moines,32541.0,99.0,3.0,9.0,33.0,54.0,1136.0,132.0,740.0,264.0,9.0,2022
,Dupont,10024.0,9.0,0.0,2.0,3.0,4.0,214.0,33.0,136.0,45.0,1.0,2022
,Duvall,8778.0,5.0,0.0,0.0,1.0,4.0,49.0,3.0,43.0,3.0,0.0,2022
,East Wenatchee,14243.0,20.0,0.0,3.0,4.0,13.0,294.0,47.0,223.0,24.0,0.0,2022
,Eatonville,2849.0,8.0,0.0,0.0,1.0,7.0,21.0,2.0,11.0,8.0,2.0,2022
,Edgewood,12900.0,22.0,0.0,8.0,4.0,10.0,434.0,109.0,253.0,72.0,3.0,2022
,Edmonds,42714.0,104.0,1.0,7.0,32.0,64.0,1119.0,171.0,838.0,110.0,5.0,2022
,Ellensburg,19822.0,50.0,2.0,9.0,9.0,30.0,533.0,71.0,425.0,37.0,1.0,2022
,Elma,3509.0,6.0,0.0,2.0,0.0,4.0,72.0,21.0,43.0,8.0,0.0,2022
,Enumclaw,12833.0,7.0,0.0,2.0,3.0,2.0,264.0,33.0,174.0,57.0,0.0,2022
,Ephrata,8465.0,20.0,0.0,5.0,2.0,13.0,430.0,115.0,279.0,36.0,1.0,2022
,Everett,110694.0,490.0,12.0,54.0,110.0,314.0,4816.0,738.0,3082.0,996.0,20.0,2022
,Everson,4653.0,4.0,1.0,1.0,0.0,2.0,26.0,2.0,23.0,1.0,0.0,2022
,Federal Way,97094.0,534.0,8.0,56.0,154.0,316.0,5099.0,724.0,2904.0,1471.0,27.0,2022
,Ferndale,15816.0,28.0,3.0,5.0,8.0,12.0,442.0,40.0,373.0,29.0,5.0,2022
,Fife,10900.0,170.0,1.0,14.0,49.0,106.0,1324.0,180.0,699.0,445.0,10.0,2022
,Fircrest,7047.0,12.0,0.0,1.0,4.0,7.0,153.0,21.0,86.0,46.0,2.0,2022
,Gig Harbor,12301.0,30.0,0.0,2.0,12.0,16.0,746.0,90.0,537.0,119.0,1.0,2022
,Gold Bar,2384.0,3.0,0.0,1.0,1.0,1.0,23.0,10.0,12.0,1.0,0.0,2022
,Goldendale,3551.0,3.0,0.0,0.0,0.0,3.0,162.0,22.0,139.0,1.0,0.0,2022
,Grand Coulee,1919.0,4.0,1.0,0.0,0.0,3.0,65.0,11.0,39.0,15.0,1.0,2022
,Grandview,10901.0,33.0,0.0,5.0,6.0,22.0,384.0,110.0,221.0,53.0,4.0,2022
,Granite Falls,4842.0,8.0,0.0,2.0,1.0,5.0,54.0,22.0,29.0,3.0,0.0,2022
,Hoquiam,8918.0,11.0,2.0,0.0,0.0,9.0,205.0,45.0,141.0,19.0,1.0,2022
,Ilwaco,1132.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,8.0,4.0,0.0,2022
,Index,157.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2022
,Issaquah,38917.0,19.0,0.0,2.0,12.0,5.0,1692.0,133.0,1422.0,137.0,1.0,2022
,Kalama,3061.0,4.0,0.0,0.0,0.0,4.0,80.0,32.0,39.0,9.0,1.0,2022
,Kelso,12723.0,52.0,2.0,9.0,10.0,31.0,594.0,124.0,402.0,68.0,6.0,2022
,Kenmore,23107.0,14.0,0.0,4.0,2.0,8.0,296.0,54.0,198.0,44.0,4.0,2022
,Kennewick,85058.0,406.0,8.0,68.0,61.0,269.0,3961.0,505.0,2720.0,736.0,18.0,2022
,Kent,133066.0,611.0,9.0,73.0,209.0,320.0,7356.0,1545.0,3802.0,2009.0,24.0,2022
,Kettle Falls,1665.0,7.0,0.0,1.0,1.0,5.0,26.0,1.0,22.0,3.0,0.0,2022
,Kirkland,91464.0,106.0,0.0,19.0,28.0,59.0,2161.0,247.0,1678.0,236.0,4.0,2022
,La Center,4142.0,7.0,0.0,0.0,0.0,7.0,60.0,13.0,45.0,2.0,0.0,2022
